signal_month,holding_month,bucket,n_members,n_with_return,fwd_return,signal
2011-02,2011-03,5,17,17,0.01090834736040723,overshoot
2011-02,2011-03,6,17,17,0.013470058501581358,overshoot
2011-02,2011-03,7,16,16,0.00808416962511093,overshoot
2011-02,2011-03,8,18,18,0.004832479978925695,overshoot
2011-02,2011-03,9,17,17,-0.013880681899212714,overshoot
2011-02,2011-03,10,17,15,-0.0018427660609507217,overshoot
2011-03,2011-04,1,17,17,0.016700822593248715,overshoot
2011-03,2011-04,2,17,17,0.025899838074676256,overshoot
2011-03,2011-04,3,17,17,0.021286974213751607,overshoot
2011-03,2011-04,4,17,17,0.028594152486392677,overshoot
2011-03,2011-04,5,17,17,0.014955916288543895,overshoot
2011-03,2011-04,6,16,16,0.018926792890630435,overshoot
2011-03,2011-04,7,17,17,0.027593753793917788,overshoot
2011-03,2011-04,8,17,17,0.016703006846369012,overshoot
2011-03,2011-04,9,17,17,0.021895214662180446,overshoot
2011-03,2011-04,10,17,16,0.014179125657665645,overshoot
2011-04,2011-05,1,17,17,0.028032233730386286,overshoot
2011-04,2011-05,2,17,17,-0.004411586045236164,overshoot
2011-04,2011-05,3,16,16,0.003223402016103341,overshoot
2011-04,2011-05,4,17,17,-0.0009188213018107507,overshoot
2011-04,2011-05,5,17,17,0.0036713473300296388,overshoot
2011-04,2011-05,6,16,16,0.0010137912385965384,overshoot
2011-04,2011-05,7,17,16,-0.01053409780633649,overshoot
2011-04,2011-05,8,16,16,-0.008995801760804736,overshoot
2011-04,2011-05,9,17,17,-0.01438393243076562,overshoot
2011-04,2011-05,10,17,15,-0.008018145799686153,overshoot
2011-05,2011-06,1,17,17,0.002147230091919227,overshoot
2011-05,2011-06,2,16,16,-0.004797857955793107,overshoot
2011-05,2011-06,3,17,17,0.0026650784447864663,overshoot
2011-05,2011-06,4,16,16,0.009307017385942855,overshoot
2011-05,2011-06,5,17,17,0.0019337752405925266,overshoot
2011-05,2011-06,6,16,16,-0.00043432573407710395,overshoot
2011-05,2011-06,7,16,16,-0.00410480657523625,overshoot
2011-05,2011-06,8,17,17,-0.009288602440349276,overshoot
2011-05,2011-06,9,16,16,0.0007725271621011678,overshoot
2011-05,2011-06,10,17,17,-0.016898287578471272,overshoot
2011-06,2011-07,1,17,17,-0.013704927894590572,overshoot
2011-06,2011-07,2,17,17,-0.012420115512233713,overshoot
2011-06,2011-07,3,16,16,-0.0021874673767541333,overshoot
2011-06,2011-07,4,17,17,-0.02227308063364249,overshoot
2011-06,2011-07,5,17,17,-0.02826011669155076,overshoot
2011-06,2011-07,6,16,16,-0.005319060277689101,overshoot
2011-06,2011-07,7,17,17,-0.006910206797629476,overshoot
2011-06,2011-07,8,16,16,-0.01629935950694124,overshoot
2011-06,2011-07,9,17,17,-0.01524100458181088,overshoot
2011-06,2011-07,10,17,17,-0.02665428256498265,overshoot
2011-07,2011-08,1,17,17,-0.07270627284235318,overshoot
2011-07,2011-08,2,17,17,-0.09090207981754297,overshoot
2011-07,2011-08,3,16,16,-0.07228214682059111,overshoot
2011-07,2011-08,4,17,17,-0.06020185918042669,overshoot
2011-07,2011-08,5,17,17,-0.07172690682933788,overshoot
2011-07,2011-08,6,16,16,-0.08246929904360487,overshoot
2011-07,2011-08,7,17,16,-0.06615754002954809,overshoot
2011-07,2011-08,8,16,16,-0.07389962855251848,overshoot
2011-07,2011-08,9,17,17,-0.06421096783045298,overshoot
2011-07,2011-08,10,17,16,-0.08310348069904563,overshoot
2011-08,2011-09,1,17,17,-0.06269521148337913,overshoot
2011-08,2011-09,2,16,16,-0.06985859154938558,overshoot
2011-08,2011-09,3,16,16,-0.04886764838991597,overshoot
2011-08,2011-09,4,16,16,-0.07428371052686722,overshoot
2011-08,2011-09,5,17,17,-0.07236998607883945,overshoot
2011-08,2011-09,6,16,16,-0.05604405117596118,overshoot
2011-08,2011-09,7,16,16,-0.04742118815025117,overshoot
2011-08,2011-09,8,16,16,-0.050373177158915004,overshoot
2011-08,2011-09,9,16,16,-0.05812247799920931,overshoot
2011-08,2011-09,10,17,17,-0.07326672802972559,overshoot
2011-09,2011-10,1,17,17,0.049365203232099676,overshoot
2011-09,2011-10,2,17,17,0.0601578055986427,overshoot
2011-09,2011-10,3,16,16,0.05344037079776078,overshoot
2011-09,2011-10,4,17,17,0.023455681179669636,overshoot
2011-09,2011-10,5,17,17,0.04393018443697324,overshoot
2011-09,2011-10,6,16,16,0.031619226713824194,overshoot
2011-09,2011-10,7,17,17,0.034674925533220075,overshoot
2011-09,2011-10,8,16,16,0.045415133922891524,overshoot
2011-09,2011-10,9,17,17,0.03433420537660817,overshoot
2011-09,2011-10,10,17,17,0.029036464581912898,overshoot
2011-10,2011-11,1,17,17,-0.03763799238374338,overshoot
2011-10,2011-11,2,17,17,-0.020834690113348237,overshoot
2011-10,2011-11,3,16,16,-0.027908792065577025,overshoot
2011-10,2011-11,4,17,17,-0.04147900166134873,overshoot
2011-10,2011-11,5,17,17,-0.0298716417849947,overshoot
2011-10,2011-11,6,16,16,-0.025788142268138046,overshoot
2011-10,2011-11,7,17,17,-0.023511044344971893,overshoot
2011-10,2011-11,8,16,16,-0.03003782320250116,overshoot
2011-10,2011-11,9,17,17,-0.025509506306116717,overshoot
2011-10,2011-11,10,17,17,-0.030059632410871683,overshoot
2011-11,2011-12,1,17,17,0.022175010504583058,overshoot
2011-11,2011-12,2,17,17,0.015392696313437497,overshoot
2011-11,2011-12,3,16,16,-0.015378254231755824,overshoot
2011-11,2011-12,4,17,17,-0.0019776661211256966,overshoot
2011-11,2011-12,5,17,17,-0.010384561134650524,overshoot
2011-11,2011-12,6,16,16,-0.01833628867252706,overshoot
2011-11,2011-12,7,17,17,-0.005017903600713917,overshoot
2011-11,2011-12,8,16,16,-0.0052970931137659855,overshoot
2011-11,2011-12,9,17,17,-0.00896748815111195,overshoot
2011-11,2011-12,10,17,17,-0.02085449265514786,overshoot
2011-12,2012-01,1,17,17,0.06292108808451986,overshoot
2011-12,2012-01,2,17,16,0.05065269996344803,overshoot
2011-12,2012-01,3,17,16,0.050158746054187034,overshoot
2011-12,2012-01,4,16,16,0.04128842138344901,overshoot
2011-12,2012-01,5,17,16,0.05240034776793921,overshoot
2011-12,2012-01,6,17,17,0.054487170667114455,overshoot
2011-12,2012-01,7,16,16,0.03538903326090766,overshoot
2011-12,2012-01,8,17,17,0.04841772251244865,overshoot
2011-12,2012-01,9,17,17,0.03437134585343081,overshoot
2011-12,2012-01,10,17,17,0.023948564576139867,overshoot
2012-01,2012-02,1,17,17,0.08316183576858714,overshoot
2012-01,2012-02,2,16,16,0.06561349104525584,overshoot
2012-01,2012-02,3,17,17,0.06266859920191956,overshoot
2012-01,2012-02,4,16,16,0.06321221510480407,overshoot
2012-01,2012-02,5,17,17,0.057489535016587864,overshoot
2012-01,2012-02,6,16,16,0.06635871433626395,overshoot
2012-01,2012-02,7,16,16,0.04522709235029593,overshoot
2012-01,2012-02,8,17,17,0.04118466007653186,overshoot
2012-01,2012-02,9,16,16,0.03957578038527936,overshoot
2012-01,2012-02,10,17,16,0.04007856955305357,overshoot
2012-02,2012-03,1,17,17,0.023035412685889912,overshoot
2012-02,2012-03,2,17,17,-0.000517625473383612,overshoot
2012-02,2012-03,3,16,16,0.00037836629432873997,overshoot
2012-02,2012-03,4,17,16,0.0023390641923720992,overshoot
2012-02,2012-03,5,17,17,-0.004829802664330849,overshoot
2012-02,2012-03,6,16,16,0.00437771514197189,overshoot
2012-02,2012-03,7,17,17,0.009367255738974359,overshoot
2012-02,2012-03,8,16,16,0.005594606199275119,overshoot
2012-02,2012-03,9,17,17,-0.008014279778341408,overshoot
2012-02,2012-03,10,17,17,0.00018991683957061804,overshoot
2012-03,2012-04,1,17,17,-0.011051071989851042,overshoot
2012-03,2012-04,2,17,17,-0.012639425652397788,overshoot
2012-03,2012-04,3,16,16,-0.02171539910740919,overshoot
2012-03,2012-04,4,17,17,-0.028110111362829614,overshoot
2012-03,2012-04,5,17,17,-0.02704294087768691,overshoot
2012-03,2012-04,6,16,16,-0.015842685475625472,overshoot
2012-03,2012-04,7,17,17,-0.0025647479481637025,overshoot
2012-03,2012-04,8,16,16,-0.01603882473968448,overshoot
2012-03,2012-04,9,17,17,-0.024331294912727532,overshoot
2012-03,2012-04,10,17,16,-0.017881896706452384,overshoot
2012-04,2012-05,1,17,17,-0.042513735758057516,overshoot
2012-04,2012-05,2,16,16,-0.058514431651728975,overshoot
2012-04,2012-05,3,16,16,-0.051569005938734626,overshoot
2012-04,2012-05,4,17,17,-0.060291538594579995,overshoot
2012-04,2012-05,5,16,16,-0.06000016741064701,overshoot
2012-04,2012-05,6,16,16,-0.06072258572318157,overshoot
2012-04,2012-05,7,17,17,-0.07515909816354996,overshoot
2012-04,2012-05,8,16,16,-0.05369134227224925,overshoot
2012-04,2012-05,9,16,16,-0.06537835290188894,overshoot
2012-04,2012-05,10,17,17,-0.05367697483109166,overshoot
2012-05,2012-06,1,5,5,0.039880339169287723,overshoot
2012-05,2012-06,2,4,3,0.06721970253302723,overshoot
2012-05,2012-06,3,4,4,0.02196520678990163,overshoot
2012-05,2012-06,4,4,4,0.0173610012940974,overshoot
2012-05,2012-06,5,4,4,0.06128765580396481,overshoot
2012-05,2012-06,6,4,4,0.07434893142647286,overshoot
2012-05,2012-06,7,4,3,0.01933455538879973,overshoot
2012-05,2012-06,8,4,3,0.05681168944208359,overshoot
2012-05,2012-06,9,4,4,0.02529486912822232,overshoot
2012-05,2012-06,10,5,5,0.008328257805896966,overshoot
2012-06,2012-07,1,17,17,0.02611800212892388,overshoot
2012-06,2012-07,2,16,16,0.015474651632347736,overshoot
2012-06,2012-07,3,16,16,0.01711907021800465,overshoot
2012-06,2012-07,4,17,17,0.01599636440541953,overshoot
2012-06,2012-07,5,16,16,0.01653738070290022,overshoot
2012-06,2012-07,6,16,16,0.009005954321140555,overshoot
2012-06,2012-07,7,17,17,0.006281081168388645,overshoot
2012-06,2012-07,8,16,16,0.008563533011256584,overshoot
2012-06,2012-07,9,16,16,0.013740887401286532,overshoot
2012-06,2012-07,10,17,16,0.023397806586700744,overshoot
2012-07,2012-08,1,17,17,0.024450221627080607,overshoot
2012-07,2012-08,2,16,16,0.005620252673387741,overshoot
2012-07,2012-08,3,17,16,0.027096101853731555,overshoot
2012-07,2012-08,4,16,16,0.008397710891628891,overshoot
2012-07,2012-08,5,17,17,0.014268348916652029,overshoot
2012-07,2012-08,6,16,16,0.008879225685175497,overshoot
2012-07,2012-08,7,16,16,0.011639269913277038,overshoot
2012-07,2012-08,8,17,17,0.007407216586595842,overshoot
2012-07,2012-08,9,16,16,0.00809538009635058,overshoot
2012-07,2012-08,10,17,16,0.010641395246396831,overshoot
2012-08,2012-09,1,4,4,0.04073464842955457,overshoot
2012-08,2012-09,2,4,4,0.07159765012733388,overshoot
2012-08,2012-09,3,3,3,0.05534813570758453,overshoot
2012-08,2012-09,4,4,4,0.03708896739657497,overshoot
2012-08,2012-09,5,4,4,0.03288017195456627,overshoot
2012-08,2012-09,6,3,3,0.01517659302719332,overshoot
2012-08,2012-09,7,4,4,0.006779546871212461,overshoot
2012-08,2012-09,8,3,3,0.011619437581818381,overshoot
2012-08,2012-09,9,4,4,0.012014910112134597,overshoot
2012-08,2012-09,10,4,4,0.015879752327524588,overshoot
2012-09,2012-10,1,17,17,0.024498028565182677,overshoot
2012-09,2012-10,2,16,16,0.0209118175806046,overshoot
2012-09,2012-10,3,16,16,0.01652890663954288,overshoot
2012-09,2012-10,4,17,17,0.019222335873975416,overshoot
2012-09,2012-10,5,16,16,0.022866923806644436,overshoot
2012-09,2012-10,6,16,16,0.013099082023439443,overshoot
2012-09,2012-10,7,17,17,0.002252439241720302,overshoot
